absence_days,biology_score,career_aspiration,chemistry_score,economics_score,email,english_score,extracurricular_activities,first_name,gender,geography_score,history_score,id,last_name,math_score,part_time_job,physics_score,weekly_self_study_hours
8,86,Banker,91,,julie.adkins.1586@gslingacademy.com,76,False,Julie,female,69,75,1586,Adkins,78,False,82,14
6,64,Business Owner,80,,jerry.aguirre.1587@gslingacademy.com,53,True,Jerry,male,71,90,1587,Aguirre,76,True,70,1
4,85,Scientist,91,,jason.thomas.1588@gslingacademy.com,75,False,Jason,male,78,82,1588,Thomas,87,False,99,32
1,81,Scientist,90,,zachary.houston.1589@gslingacademy.com,64,False,Zachary,male,95,79,1589,Houston,86,False,93,46
2,82,Unknown,98,,donna.hoffman.1590@gslingacademy.com,89,True,Donna,female,98,87,1590,Hoffman,73,False,72,13
1,96,Lawyer,100,,austin.sanders.1591@gslingacademy.com,91,True,Austin,male,76,92,1591,Sanders,84,False,87,24
5,98,Lawyer,80,,leslie.mercado.1592@gslingacademy.com,89,True,Leslie,female,91,91,1592,Mercado,81,False,82,32
2,88,Banker,83,,derrick.tucker.1593@gslingacademy.com,91,False,Derrick,male,80,77,1593,Tucker,100,False,90,21
6,66,Business Owner,77,,kelsey.alexander.1594@gslingacademy.com,87,True,Kelsey,female,84,50,1594,Alexander,82,True,59,0
6,99,Accountant,82,88.0,rhonda.smith.1595@gslingacademy.com,66,False,Rhonda,female,92,75,1595,Smith,98,False,90,34
2,86,Designer,62,,isaac.santos.1596@gslingacademy.com,75,True,Isaac,male,79,94,1596,Santos,96,False,60,10
3,76,Software Engineer,75,,david.sloan.1597@gslingacademy.com,98,False,David,male,81,76,1597,Sloan,90,False,86,35
3,91,Game Developer,95,,amanda.peterson.1598@gslingacademy.com,76,False,Amanda,female,80,66,1598,Peterson,93,False,85,28
10,100,Business Owner,81,,cynthia.weeks.1599@gslingacademy.com,82,True,Cynthia,female,74,59,1599,Weeks,81,True,83,3
7,73,Designer,62,,katherine.turner.1600@gslingacademy.com,83,True,Katherine,female,79,67,1600,Turner,82,False,88,12
1,83,Designer,63,,joseph.patterson.1601@gslingacademy.com,89,True,Joseph,male,94,98,1601,Patterson,82,False,78,19
9,80,Business Owner,86,,jill.davis.1602@gslingacademy.com,91,True,Jill,female,72,71,1602,Davis,71,False,70,2
3,93,Real Estate Developer,81,,amy.moore.1603@gslingacademy.com,93,True,Amy,female,85,80,1603,Moore,79,False,88,1
10,82,Business Owner,55,,eric.matthews.1604@gslingacademy.com,51,True,Eric,male,75,93,1604,Matthews,80,False,75,1
10,91,Banker,89,,tamara.bennett.1605@gslingacademy.com,76,False,Tamara,female,61,92,1605,Bennett,93,False,71,25
5,94,Lawyer,86,,maria.perkins.1606@gslingacademy.com,88,True,Maria,female,85,94,1606,Perkins,86,False,100,35
3,82,Business Owner,95,,jillian.reed.1607@gslingacademy.com,97,True,Jillian,female,82,78,1607,Reed,71,True,67,2
7,76,Business Owner,50,,melissa.mora.1608@gslingacademy.com,67,True,Melissa,female,80,68,1608,Mora,73,False,56,5
3,100,Software Engineer,87,,tina.smith.1609@gslingacademy.com,93,False,Tina,female,100,69,1609,Smith,98,False,89,37
0,41,Artist,43,,rhonda.munoz.1610@gslingacademy.com,81,True,Rhonda,female,42,84,1610,Munoz,44,False,38,3
6,82,Game Developer,69,,heidi.johnson.1611@gslingacademy.com,73,False,Heidi,female,72,66,1611,Johnson,89,False,80,20
6,83,Game Developer,65,,joshua.davis.1612@gslingacademy.com,65,False,Joshua,male,98,82,1612,Davis,93,False,84,33
1,97,Lawyer,68,,laura.sanders.1613@gslingacademy.com,90,True,Laura,female,100,97,1613,Sanders,100,False,85,33
2,88,Unknown,66,,evan.francis.1614@gslingacademy.com,90,False,Evan,male,71,62,1614,Francis,100,False,84,15
5,79,Banker,95,,cynthia.miller.1615@gslingacademy.com,78,False,Cynthia,female,66,61,1615,Miller,99,True,76,32
0,67,Banker,72,,bobby.miller.1616@gslingacademy.com,78,True,Bobby,male,69,99,1616,Miller,81,False,85,14
3,99,Doctor,70,,justin.brooks.1617@gslingacademy.com,80,False,Justin,male,79,77,1617,Brooks,79,False,79,47
4,78,Unknown,90,,kayla.krueger.1618@gslingacademy.com,84,False,Kayla,female,73,88,1618,Krueger,67,False,89,6
5,90,Real Estate Developer,63,,justin.kim.1619@gslingacademy.com,95,True,Justin,male,91,91,1619,Kim,79,False,78,3
1,95,Doctor,81,,christian.blankenship.1620@gslingacademy.com,77,True,Christian,male,76,78,1620,Blankenship,60,False,80,42
1,89,Construction Engineer,60,,todd.williams.1621@gslingacademy.com,93,False,Todd,male,88,95,1621,Williams,88,False,88,22
7,82,Business Owner,90,,victoria.perez.1622@gslingacademy.com,70,True,Victoria,female,83,96,1622,Perez,74,False,74,1
1,68,Banker,63,,madeline.hart.1623@gslingacademy.com,91,True,Madeline,female,99,93,1623,Hart,75,False,66,21
4,97,Doctor,60,,christopher.meyer.1624@gslingacademy.com,81,False,Christopher,male,84,81,1624,Meyer,75,False,82,50
7,35,Accountant,82,92.0,christopher.fleming.1625@gslingacademy.com,73,False,Christopher,male,84,64,1625,Fleming,93,True,86,29
4,84,Lawyer,79,,karen.ramsey.1626@gslingacademy.com,90,True,Karen,female,96,94,1626,Ramsey,73,False,78,31
6,93,Real Estate Developer,100,,monica.dalton.1627@gslingacademy.com,61,False,Monica,female,85,61,1627,Dalton,84,False,76,5
1,94,Lawyer,88,,gary.odonnell.1628@gslingacademy.com,94,True,Gary,male,64,92,1628,Odonnell,76,False,98,25
2,95,Stock Investor,81,,ann.scott.1629@gslingacademy.com,91,False,Ann,female,70,78,1629,Scott,86,False,82,22
8,96,Business Owner,51,,jessica.jackson.1630@gslingacademy.com,96,True,Jessica,female,75,98,1630,Jackson,72,False,51,1
5,98,Doctor,67,,lauren.morrison.1631@gslingacademy.com,64,False,Lauren,female,69,75,1631,Morrison,80,False,82,26
9,70,Business Owner,95,,alexander.brown.1632@gslingacademy.com,93,True,Alexander,male,80,83,1632,Brown,77,False,61,3
7,100,Unknown,99,,thomas.smith.1633@gslingacademy.com,70,False,Thomas,male,60,99,1633,Smith,61,True,66,12
1,59,Business Owner,61,,jonathan.torres.1634@gslingacademy.com,81,True,Jonathan,male,82,69,1634,Torres,81,False,85,1
4,92,Unknown,88,,robin.daniel.1635@gslingacademy.com,61,True,Robin,female,76,72,1635,Daniel,91,False,69,18
3,81,Accountant,97,93.0,anthony.peterson.1636@gslingacademy.com,87,False,Anthony,male,99,64,1636,Peterson,92,False,76,27
5,74,Software Engineer,66,,ashley.blankenship.1637@gslingacademy.com,99,False,Ashley,female,66,75,1637,Blankenship,95,False,89,39
1,92,Unknown,87,,jennifer.stewart.1638@gslingacademy.com,63,True,Jennifer,female,95,96,1638,Stewart,70,False,60,19
2,91,Doctor,60,,james.compton.1639@gslingacademy.com,76,False,James,male,63,69,1639,Compton,63,False,80,47
1,76,Unknown,60,,david.bates.1640@gslingacademy.com,86,False,David,male,96,78,1640,Bates,69,False,80,11
2,96,Software Engineer,98,,stephanie.green.1641@gslingacademy.com,84,False,Stephanie,female,87,90,1641,Green,92,False,93,32
2,66,Software Engineer,61,,garrett.nichols.1642@gslingacademy.com,96,True,Garrett,male,87,99,1642,Nichols,93,False,92,30
5,40,Artist,36,,erica.lopez.1643@gslingacademy.com,84,True,Erica,female,38,93,1643,Lopez,49,False,48,5
4,60,Software Engineer,95,,lisa.benitez.1644@gslingacademy.com,99,False,Lisa,female,67,77,1644,Benitez,98,False,88,39
5,65,Software Engineer,96,,cheryl.gutierrez.1645@gslingacademy.com,77,False,Cheryl,female,83,91,1645,Gutierrez,98,False,93,25
7,87,Stock Investor,86,,stephen.hawkins.1646@gslingacademy.com,99,False,Stephen,male,80,80,1646,Hawkins,80,False,96,33
4,91,Software Engineer,98,,natalie.williams.1647@gslingacademy.com,64,True,Natalie,female,97,80,1647,Williams,98,False,89,39
2,85,Lawyer,100,,anthony.arnold.1648@gslingacademy.com,92,True,Anthony,male,69,91,1648,Arnold,96,False,97,31
5,83,Lawyer,90,,deanna.coleman.1649@gslingacademy.com,93,True,Deanna,female,87,93,1649,Coleman,90,False,70,29
5,76,Business Owner,91,,lisa.barber.1650@gslingacademy.com,91,True,Lisa,female,82,65,1650,Barber,77,True,65,0
6,81,Business Owner,72,,stephanie.miller.1651@gslingacademy.com,73,True,Stephanie,female,78,62,1651,Miller,82,True,75,1
3,97,Doctor,67,,amy.white.1652@gslingacademy.com,78,False,Amy,female,67,80,1652,White,82,False,70,42
9,91,Business Owner,93,,beverly.chavez.1653@gslingacademy.com,60,True,Beverly,female,80,65,1653,Chavez,81,True,100,2
3,87,Real Estate Developer,100,,richard.cortez.1654@gslingacademy.com,85,False,Richard,male,88,81,1654,Cortez,80,False,72,1
1,60,Government Officer,74,,kevin.morgan.1655@gslingacademy.com,77,False,Kevin,male,94,94,1655,Morgan,86,False,64,11
4,86,Software Engineer,70,,emily.hebert.1656@gslingacademy.com,62,False,Emily,female,74,65,1656,Hebert,99,True,85,25
2,85,Software Engineer,93,,lori.roberts.1657@gslingacademy.com,95,True,Lori,female,92,97,1657,Roberts,90,False,87,31
1,70,Game Developer,75,,robert.kirby.1658@gslingacademy.com,89,False,Robert,male,80,61,1658,Kirby,91,False,81,25
0,90,Unknown,68,,eric.ross.1659@gslingacademy.com,87,False,Eric,male,77,70,1659,Ross,78,True,90,12
2,79,Banker,80,,rachael.perry.1660@gslingacademy.com,77,False,Rachael,female,80,67,1660,Perry,75,False,64,21
2,74,Construction Engineer,88,,kenneth.gallagher.1661@gslingacademy.com,78,True,Kenneth,male,72,61,1661,Gallagher,89,False,87,18
6,79,Business Owner,62,,thomas.scott.1662@gslingacademy.com,50,True,Thomas,male,78,53,1662,Scott,82,True,64,5
5,52,Business Owner,50,,elizabeth.jones.1663@gslingacademy.com,79,True,Elizabeth,female,82,79,1663,Jones,79,False,83,2
5,72,Lawyer,86,,matthew.bartlett.1664@gslingacademy.com,92,True,Matthew,male,82,94,1664,Bartlett,81,False,61,27
6,100,Banker,65,,kendra.perez.1665@gslingacademy.com,76,False,Kendra,female,80,90,1665,Perez,77,True,74,18
2,66,Software Engineer,94,,daniel.brewer.1666@gslingacademy.com,83,False,Daniel,male,66,97,1666,Brewer,96,False,94,31
5,57,Business Owner,65,,cody.tyler.1667@gslingacademy.com,61,True,Cody,male,79,83,1667,Tyler,75,False,79,1
7,95,Doctor,79,,nicholas.conrad.1668@gslingacademy.com,77,False,Nicholas,male,76,60,1668,Conrad,69,False,61,42
8,84,Accountant,66,86.0,emma.morris.1669@gslingacademy.com,74,False,Emma,female,64,84,1669,Morris,97,False,95,21
4,85,Software Engineer,90,,david.brown.1670@gslingacademy.com,72,False,David,male,83,93,1670,Brown,93,False,93,28
8,92,Lawyer,62,,charlotte.zuniga.1671@gslingacademy.com,86,True,Charlotte,female,94,98,1671,Zuniga,83,False,93,34
1,100,Real Estate Developer,73,,luis.knight.1672@gslingacademy.com,82,True,Luis,male,88,83,1672,Knight,78,False,93,5
3,92,Doctor,63,,matthew.moore.1673@gslingacademy.com,77,False,Matthew,male,74,64,1673,Moore,84,False,67,46
3,88,Government Officer,89,,jennifer.chan.1674@gslingacademy.com,80,False,Jennifer,female,93,88,1674,Chan,82,False,93,9
5,72,Lawyer,85,,christopher.evans.1675@gslingacademy.com,88,True,Christopher,male,90,90,1675,Evans,77,False,62,26
3,87,Software Engineer,61,,tara.haynes.1676@gslingacademy.com,72,False,Tara,female,100,98,1676,Haynes,98,False,88,25
4,92,Writer,62,,jason.flores.1677@gslingacademy.com,92,True,Jason,male,77,88,1677,Flores,80,False,71,27
7,64,Software Engineer,61,,david.flores.1678@gslingacademy.com,79,False,David,male,72,79,1678,Flores,94,True,93,32
3,86,Government Officer,82,,patricia.rivera.1679@gslingacademy.com,83,True,Patricia,female,90,87,1679,Rivera,69,False,91,5
2,66,Business Owner,66,,alexis.freeman.1680@gslingacademy.com,62,True,Alexis,female,75,72,1680,Freeman,73,False,58,4
1,94,Doctor,63,,scott.baxter.1681@gslingacademy.com,80,False,Scott,male,67,63,1681,Baxter,78,False,63,33
3,68,Banker,89,,kyle.rubio.1682@gslingacademy.com,99,False,Kyle,male,76,100,1682,Rubio,79,False,72,16
1,74,Teacher,62,,nancy.montes.1683@gslingacademy.com,82,False,Nancy,female,96,80,1683,Montes,85,False,63,16
7,83,Government Officer,93,,andre.graham.1684@gslingacademy.com,79,False,Andre,male,88,94,1684,Graham,78,False,87,10
0,80,Unknown,88,,christine.rivera.1685@gslingacademy.com,62,True,Christine,female,75,91,1685,Rivera,62,False,86,18
1,98,Stock Investor,71,,william.holt.1686@gslingacademy.com,79,False,William,male,87,78,1686,Holt,83,False,61,12
3,80,Banker,60,,tammy.morris.1687@gslingacademy.com,94,False,Tammy,female,61,76,1687,Morris,94,False,100,25
3,75,Banker,83,,kimberly.bates.1688@gslingacademy.com,99,False,Kimberly,female,75,83,1688,Bates,95,False,94,23
6,87,Real Estate Developer,65,,sheena.murphy.1689@gslingacademy.com,84,False,Sheena,female,91,67,1689,Murphy,88,False,93,8
4,45,Accountant,99,89.0,robert.mccall.1690@gslingacademy.com,73,False,Robert,male,86,100,1690,Mccall,98,False,60,32
10,55,Business Owner,78,,julie.floyd.1691@gslingacademy.com,60,True,Julie,female,83,86,1691,Floyd,81,True,54,0
8,70,Business Owner,53,,barry.taylor.1692@gslingacademy.com,72,True,Barry,male,71,71,1692,Taylor,72,False,68,0
1,65,Stock Investor,80,,dennis.gonzalez.1693@gslingacademy.com,64,False,Dennis,male,71,83,1693,Gonzalez,89,False,60,6
6,38,Artist,37,,angel.williams.1694@gslingacademy.com,93,True,Angel,male,37,88,1694,Williams,46,False,35,6
0,70,Software Engineer,61,,ronald.palmer.1695@gslingacademy.com,90,False,Ronald,male,66,70,1695,Palmer,97,False,92,39
5,84,Real Estate Developer,84,,dustin.stanley.1696@gslingacademy.com,94,True,Dustin,male,88,77,1696,Stanley,78,False,64,4
8,91,Business Owner,87,,jennifer.lewis.1697@gslingacademy.com,89,True,Jennifer,female,83,62,1697,Lewis,74,True,100,2
2,95,Unknown,89,,mark.gardner.1698@gslingacademy.com,92,False,Mark,male,90,92,1698,Gardner,98,False,91,35
2,91,Lawyer,61,,laura.barber.1699@gslingacademy.com,88,True,Laura,female,70,95,1699,Barber,97,False,76,34
1,73,Designer,90,,nicole.weeks.1700@gslingacademy.com,79,True,Nicole,female,87,81,1700,Weeks,83,False,70,17
0,90,Construction Engineer,66,,ricky.walker.1701@gslingacademy.com,68,False,Ricky,male,66,92,1701,Walker,89,False,86,14
1,94,Doctor,77,,whitney.walls.1702@gslingacademy.com,65,False,Whitney,female,64,79,1702,Walls,78,False,75,24
4,63,Software Engineer,85,,catherine.may.1703@gslingacademy.com,82,False,Catherine,female,77,69,1703,May,90,False,93,32
8,84,Business Owner,67,,joel.williams.1704@gslingacademy.com,99,True,Joel,male,78,80,1704,Williams,70,False,73,3
7,52,Business Owner,84,,daisy.ellis.1705@gslingacademy.com,71,True,Daisy,female,78,56,1705,Ellis,81,True,71,0
2,87,Unknown,64,,deborah.miller.1706@gslingacademy.com,82,False,Deborah,female,70,84,1706,Miller,73,False,97,33
3,60,Unknown,95,,david.hoffman.1707@gslingacademy.com,88,False,David,male,72,81,1707,Hoffman,82,False,78,12
3,46,Artist,47,,rebecca.pearson.1708@gslingacademy.com,94,True,Rebecca,female,38,92,1708,Pearson,45,False,37,7
5,75,Stock Investor,85,,mitchell.walker.1709@gslingacademy.com,94,True,Mitchell,male,76,82,1709,Walker,85,False,61,19
2,87,Designer,95,,james.sherman.1710@gslingacademy.com,85,True,James,male,99,73,1710,Sherman,82,False,64,18
4,96,Game Developer,89,,justin.johnson.1711@gslingacademy.com,61,False,Justin,male,80,61,1711,Johnson,85,False,88,20
10,61,Business Owner,67,,brenda.morales.1712@gslingacademy.com,83,True,Brenda,female,81,53,1712,Morales,78,False,98,1
1,94,Doctor,62,,jesse.melton.1713@gslingacademy.com,76,False,Jesse,male,62,74,1713,Melton,78,False,80,48
2,63,Lawyer,61,,jon.mendoza.1714@gslingacademy.com,90,True,Jon,male,100,99,1714,Mendoza,95,False,92,32
6,65,Unknown,88,,samantha.anderson.1715@gslingacademy.com,96,False,Samantha,female,70,69,1715,Anderson,76,False,100,1
1,97,Doctor,83,,lindsay.love.1716@gslingacademy.com,71,False,Lindsay,female,82,65,1716,Love,84,False,71,22
5,67,Banker,65,,john.benson.1717@gslingacademy.com,79,False,John,male,72,75,1717,Benson,98,False,69,16
6,80,Construction Engineer,73,,isaiah.cruz.1718@gslingacademy.com,78,False,Isaiah,male,69,71,1718,Cruz,94,True,89,15
3,88,Software Engineer,94,,brian.baker.1719@gslingacademy.com,86,True,Brian,male,77,68,1719,Baker,97,False,89,25
5,91,Doctor,61,,joshua.dillon.1720@gslingacademy.com,65,False,Joshua,male,79,73,1720,Dillon,76,False,69,46
4,80,Scientist,90,,christopher.stephens.1721@gslingacademy.com,74,False,Christopher,male,80,81,1721,Stephens,90,True,96,47
10,63,Business Owner,74,,kimberly.shaw.1722@gslingacademy.com,89,True,Kimberly,female,80,98,1722,Shaw,78,False,60,4
9,93,Business Owner,94,,colleen.vargas.1723@gslingacademy.com,65,True,Colleen,female,78,87,1723,Vargas,73,False,60,5
6,87,Accountant,97,90.0,mark.mathews.1724@gslingacademy.com,85,False,Mark,male,79,74,1724,Mathews,99,False,78,21
2,99,Designer,80,,teresa.lopez.1725@gslingacademy.com,89,True,Teresa,female,90,89,1725,Lopez,85,False,72,16
1,38,Artist,46,,laura.allen.1726@gslingacademy.com,94,True,Laura,female,47,90,1726,Allen,47,False,39,5
1,81,Banker,77,,lisa.sosa.1727@gslingacademy.com,75,True,Lisa,female,90,91,1727,Sosa,99,False,73,11
6,98,Business Owner,50,,drew.nelson.1728@gslingacademy.com,60,True,Drew,male,70,68,1728,Nelson,82,False,74,5
8,65,Software Engineer,63,,kimberly.brooks.1729@gslingacademy.com,63,True,Kimberly,female,74,83,1729,Brooks,91,False,94,39
7,74,Business Owner,85,,carla.lopez.1730@gslingacademy.com,66,True,Carla,female,70,52,1730,Lopez,77,True,89,3
5,98,Software Engineer,93,,keith.smith.1731@gslingacademy.com,87,False,Keith,male,67,76,1731,Smith,90,True,87,33
4,100,Lawyer,77,,eric.erickson.1732@gslingacademy.com,91,True,Eric,male,65,92,1732,Erickson,87,False,74,32
5,75,Business Owner,72,,juan.baker.1733@gslingacademy.com,88,True,Juan,male,72,58,1733,Baker,73,True,90,4
1,85,Scientist,97,,kyle.harrison.1734@gslingacademy.com,62,False,Kyle,male,84,60,1734,Harrison,94,False,92,37
2,79,Software Engineer,76,,duane.meyers.1735@gslingacademy.com,80,False,Duane,male,82,69,1735,Meyers,95,False,85,26
1,71,Software Engineer,78,,marissa.may.1736@gslingacademy.com,78,False,Marissa,female,75,96,1736,May,98,False,87,29
1,90,Lawyer,65,,shane.lopez.1737@gslingacademy.com,88,True,Shane,male,95,96,1737,Lopez,78,False,72,29
3,81,Lawyer,96,,eric.obrien.1738@gslingacademy.com,93,True,Eric,male,85,94,1738,Obrien,71,False,92,26
4,84,Lawyer,83,,kevin.joyce.1739@gslingacademy.com,87,True,Kevin,male,81,94,1739,Joyce,72,True,92,27
3,89,Software Engineer,100,,thomas.ward.1740@gslingacademy.com,94,False,Thomas,male,87,92,1740,Ward,95,False,89,39
5,93,Unknown,69,,toni.smith.1741@gslingacademy.com,64,False,Toni,female,93,100,1741,Smith,68,False,94,26
2,91,Doctor,69,,caitlin.moody.1742@gslingacademy.com,73,False,Caitlin,female,84,70,1742,Moody,69,True,66,28
1,82,Banker,91,,justin.ryan.1743@gslingacademy.com,89,False,Justin,male,69,69,1743,Ryan,92,True,92,32
0,85,Accountant,81,88.0,joseph.griffin.1744@gslingacademy.com,84,False,Joseph,male,89,64,1744,Griffin,97,False,82,33
2,96,Stock Investor,90,,dawn.fox.1745@gslingacademy.com,67,True,Dawn,female,68,81,1745,Fox,82,False,82,18
1,71,Software Engineer,92,,david.ochoa.1746@gslingacademy.com,81,False,David,male,99,66,1746,Ochoa,95,False,85,26
1,60,Unknown,99,,bonnie.brown.1747@gslingacademy.com,98,True,Bonnie,female,93,89,1747,Brown,64,False,91,9
5,93,Stock Investor,90,,michael.evans.1748@gslingacademy.com,62,False,Michael,male,96,76,1748,Evans,80,True,85,25
1,89,Teacher,79,,molly.meadows.1749@gslingacademy.com,84,True,Molly,female,100,89,1749,Meadows,80,False,89,25
4,91,Unknown,79,,dana.peters.1750@gslingacademy.com,82,False,Dana,female,72,65,1750,Peters,75,False,66,3
4,83,Lawyer,90,,patricia.phelps.1751@gslingacademy.com,86,True,Patricia,female,84,93,1751,Phelps,87,False,98,34
7,94,Business Owner,54,,maria.jones.1752@gslingacademy.com,51,True,Maria,female,84,50,1752,Jones,78,False,73,4
3,78,Government Officer,91,,anthony.johns.1753@gslingacademy.com,82,False,Anthony,male,87,86,1753,Johns,60,False,87,14
5,88,Real Estate Developer,68,,david.schmidt.1754@gslingacademy.com,63,False,David,male,93,70,1754,Schmidt,80,True,88,8
3,99,Scientist,96,,amanda.cox.1755@gslingacademy.com,85,False,Amanda,female,92,97,1755,Cox,91,False,93,34
3,38,Artist,40,,william.patterson.1756@gslingacademy.com,86,True,William,male,49,93,1756,Patterson,41,False,47,5
2,60,Lawyer,81,,sydney.wood.1757@gslingacademy.com,94,True,Sydney,female,73,99,1757,Wood,76,False,94,27
5,57,Accountant,65,89.0,donald.fischer.1758@gslingacademy.com,99,False,Donald,male,92,65,1758,Fischer,99,False,78,20
4,73,Software Engineer,63,,anthony.palmer.1759@gslingacademy.com,60,False,Anthony,male,81,96,1759,Palmer,95,False,89,32
5,78,Government Officer,97,,christina.garcia.1760@gslingacademy.com,76,False,Christina,female,89,88,1760,Garcia,89,False,71,6
3,75,Banker,71,,misty.anderson.1761@gslingacademy.com,95,False,Misty,female,94,95,1761,Anderson,85,False,77,18
2,61,Real Estate Developer,91,,shannon.weber.1762@gslingacademy.com,84,False,Shannon,female,91,66,1762,Weber,75,False,88,7
2,95,Software Engineer,81,,jennifer.palmer.1763@gslingacademy.com,75,False,Jennifer,female,64,63,1763,Palmer,91,False,90,37
5,87,Accountant,66,86.0,michael.arnold.1764@gslingacademy.com,73,False,Michael,male,75,77,1764,Arnold,99,False,97,21
10,58,Business Owner,62,,james.hernandez.1765@gslingacademy.com,83,True,James,male,79,56,1765,Hernandez,83,False,59,2
0,100,Lawyer,93,,erin.cannon.1766@gslingacademy.com,86,True,Erin,female,77,95,1766,Cannon,91,True,81,34
7,78,Business Owner,83,,nicole.lee.1767@gslingacademy.com,54,True,Nicole,female,83,96,1767,Lee,77,False,89,0
4,74,Software Engineer,96,,jacob.ross.1768@gslingacademy.com,67,False,Jacob,male,60,70,1768,Ross,93,False,94,29
5,65,Banker,92,,morgan.cisneros.1769@gslingacademy.com,92,False,Morgan,female,87,77,1769,Cisneros,81,False,88,10
4,90,Lawyer,89,,amber.stuart.1770@gslingacademy.com,92,True,Amber,female,90,95,1770,Stuart,98,False,88,35
3,66,Software Engineer,70,,tyler.griffin.1771@gslingacademy.com,76,False,Tyler,male,71,67,1771,Griffin,96,False,88,38
2,89,Scientist,96,,daniel.gonzalez.1772@gslingacademy.com,68,True,Daniel,male,89,83,1772,Gonzalez,89,False,94,40
2,100,Lawyer,94,,joseph.jones.1773@gslingacademy.com,90,True,Joseph,male,85,98,1773,Jones,90,False,96,35
5,85,Game Developer,67,,jessica.hampton.1774@gslingacademy.com,63,False,Jessica,female,66,83,1774,Hampton,86,True,88,30
6,78,Government Officer,93,,deborah.butler.1775@gslingacademy.com,75,True,Deborah,female,90,85,1775,Butler,78,False,71,10
8,61,Business Owner,81,,julie.black.1776@gslingacademy.com,65,True,Julie,female,82,98,1776,Black,71,True,90,1
10,56,Business Owner,98,,bryan.dorsey.1777@gslingacademy.com,53,True,Bryan,male,81,53,1777,Dorsey,83,True,92,0
3,66,Lawyer,75,,chad.gomez.1778@gslingacademy.com,93,True,Chad,male,64,97,1778,Gomez,97,True,94,30
4,96,Business Owner,59,,andrew.clark.1779@gslingacademy.com,64,True,Andrew,male,75,100,1779,Clark,78,False,58,3
3,80,Construction Engineer,68,,brian.wright.1780@gslingacademy.com,88,True,Brian,male,85,67,1780,Wright,91,False,93,18
8,94,Business Owner,85,,jessica.smith.1781@gslingacademy.com,94,True,Jessica,female,82,78,1781,Smith,82,True,78,0
5,95,Software Engineer,96,,thomas.brooks.1782@gslingacademy.com,77,False,Thomas,male,76,92,1782,Brooks,93,True,92,30
3,98,Doctor,67,,kimberly.knox.1783@gslingacademy.com,83,False,Kimberly,female,78,68,1783,Knox,67,True,83,43
5,97,Designer,76,,jamie.mccarthy.1784@gslingacademy.com,83,True,Jamie,male,86,69,1784,Mccarthy,91,False,97,17
3,32,Accountant,78,89.0,kristen.werner.1785@gslingacademy.com,84,False,Kristen,female,69,75,1785,Werner,90,False,100,23
2,69,Game Developer,67,,jonathan.weiss.1786@gslingacademy.com,65,False,Jonathan,male,74,75,1786,Weiss,90,False,88,27
1,65,Lawyer,86,,renee.smith.1787@gslingacademy.com,87,True,Renee,female,79,97,1787,Smith,99,False,92,34
2,86,Software Engineer,84,,tony.hopkins.1788@gslingacademy.com,88,False,Tony,male,94,90,1788,Hopkins,93,True,92,27
3,72,Software Engineer,65,,thomas.buckley.1789@gslingacademy.com,79,False,Thomas,male,88,93,1789,Buckley,96,False,88,37
5,63,Unknown,84,,debra.evans.1790@gslingacademy.com,82,True,Debra,female,94,86,1790,Evans,79,False,84,21
3,94,Business Owner,96,,richard.bell.1791@gslingacademy.com,84,True,Richard,male,80,95,1791,Bell,74,True,96,3
4,93,Doctor,81,,katelyn.watkins.1792@gslingacademy.com,62,False,Katelyn,female,77,82,1792,Watkins,83,False,78,31
5,93,Software Engineer,79,,michele.stout.1793@gslingacademy.com,85,True,Michele,female,71,75,1793,Stout,91,False,87,30
0,73,Banker,81,,lisa.estes.1794@gslingacademy.com,92,False,Lisa,female,63,92,1794,Estes,81,False,76,10
1,84,Designer,64,,casey.hall.1795@gslingacademy.com,82,True,Casey,female,72,88,1795,Hall,75,False,63,12
4,71,Stock Investor,60,,joshua.cole.1796@gslingacademy.com,60,False,Joshua,male,89,74,1796,Cole,87,False,70,8
4,74,Business Owner,77,,andrew.jackson.1797@gslingacademy.com,91,True,Andrew,male,81,81,1797,Jackson,81,False,62,3
3,95,Doctor,71,,karen.rodriguez.1798@gslingacademy.com,75,False,Karen,female,82,72,1798,Rodriguez,65,False,84,30
2,87,Accountant,93,92.0,sara.johnson.1799@gslingacademy.com,90,False,Sara,female,88,70,1799,Johnson,91,False,97,20
5,74,Software Engineer,74,,alyssa.costa.1800@gslingacademy.com,85,False,Alyssa,female,68,87,1800,Costa,93,True,92,26
4,64,Construction Engineer,84,,daniel.poole.1801@gslingacademy.com,60,True,Daniel,male,66,89,1801,Poole,93,False,89,23
7,90,Game Developer,81,,ricardo.juarez.1802@gslingacademy.com,98,False,Ricardo,male,63,63,1802,Juarez,94,False,89,27
1,97,Software Engineer,92,,tony.castillo.1803@gslingacademy.com,66,False,Tony,male,60,82,1803,Castillo,97,True,92,39
1,97,Doctor,67,,brian.kelly.1804@gslingacademy.com,72,False,Brian,male,67,64,1804,Kelly,62,False,65,37
2,74,Unknown,97,,tyler.moore.1805@gslingacademy.com,75,False,Tyler,male,81,82,1805,Moore,100,False,72,28
2,79,Business Owner,91,,sharon.martinez.1806@gslingacademy.com,62,True,Sharon,female,74,71,1806,Martinez,75,False,68,5
3,78,Real Estate Developer,63,,mary.malone.1807@gslingacademy.com,90,False,Mary,female,94,63,1807,Malone,87,False,74,6
